i_bin,x,y,z, hj_w_jets_bin,hj_w_tau_jets_bin, hj_q_jets_bin,hj_q_tau_jets_bin, hjm_w_jets_bin,hjm_w_tau_jets_bin, hjm_q_jets_bin,hjm_q_tau_jets_bin
773, 41.5,-2.25,0.1165, 0,0,872,13, 0,0,0,0
785, 41.5,-0.975,0.1165, 0,0,1053,13, 0,0,0,0
797, 41.5,0,0.1165, 0,0,1085,13, 0,0,0,0
809, 41.5,0.975,0.1165, 0,0,1050,11, 0,0,0,0
821, 41.5,2.25,0.1165, 0,0,891,11, 0,0,1,0
774, 44,-2.25,0.1165, 0,0,603,10, 0,0,1,0
786, 44,-0.975,0.1165, 0,0,722,14, 0,0,0,0
798, 44,0,0.1165, 0,0,754,5, 0,0,0,0
810, 44,0.975,0.1165, 0,0,734,5, 0,0,1,0
822, 44,2.25,0.1165, 0,0,640,10, 0,0,1,0
775, 46.5,-2.25,0.1165, 0,0,938,8, 0,0,0,0
787, 46.5,-0.975,0.1165, 0,0,1110,6, 0,0,0,0
799, 46.5,0,0.1165, 0,0,1069,5, 0,0,0,0
811, 46.5,0.975,0.1165, 0,0,1094,15, 0,0,1,0
823, 46.5,2.25,0.1165, 0,0,920,6, 0,0,0,0
776, 52,-2.25,0.1165, 0,0,2273,20, 0,0,0,0
788, 52,-0.975,0.1165, 0,0,2423,12, 0,0,1,0
800, 52,0,0.1165, 0,0,2443,13, 0,0,1,0
812, 52,0.975,0.1165, 0,0,2529,15, 0,0,0,0
824, 52,2.25,0.1165, 0,0,2199,18, 0,0,0,0
777, 59.5,-2.25,0.1165, 1,0,1433,6, 1,0,0,0
789, 59.5,-0.975,0.1165, 0,0,1626,4, 0,0,0,0
801, 59.5,0,0.1165, 0,0,1620,7, 0,0,0,0
813, 59.5,0.975,0.1165, 0,0,1637,2, 0,0,0,0
825, 59.5,2.25,0.1165, 0,0,1362,4, 0,0,0,0
778, 281.5,-2.25,0.1165, 0,0,3868,12, 0,0,0,0
790, 281.5,-0.975,0.1165, 0,0,5101,6, 1,0,1,0
802, 281.5,0,0.1165, 0,0,4812,8, 0,0,0,0
814, 281.5,0.975,0.1165, 0,0,5075,9, 0,0,0,0
826, 281.5,2.25,0.1165, 0,0,3719,10, 0,0,1,0
853, 14.5,-2.25,0.1235, 0,0,0,0, 0,0,0,0
865, 14.5,-0.975,0.1235, 0,0,0,0, 0,0,0,0
877, 14.5,0,0.1235, 0,0,0,0, 0,0,0,0
889, 14.5,0.975,0.1235, 0,0,0,0, 0,0,0,0
901, 14.5,2.25,0.1235, 0,0,0,0, 0,0,0,0
854, 31,-2.25,0.1235, 0,0,942,13, 0,0,0,0
866, 31,-0.975,0.1235, 0,0,922,20, 0,0,0,0
878, 31,0,0.1235, 0,0,980,9, 0,0,0,0
890, 31,0.975,0.1235, 0,0,923,16, 0,0,0,0
902, 31,2.25,0.1235, 0,0,962,17, 0,0,0,0
855, 35,-2.25,0.1235, 0,0,1243,15, 0,0,0,0
867, 35,-0.975,0.1235, 0,0,1416,13, 0,0,0,0
879, 35,0,0.1235, 0,0,1396,19, 0,0,0,0
891, 35,0.975,0.1235, 0,0,1336,18, 0,0,1,0
903, 35,2.25,0.1235, 0,0,1210,10, 0,0,1,0
856, 38.5,-2.25,0.1235, 0,0,991,9, 0,0,0,0
868, 38.5,-0.975,0.1235, 0,0,1180,10, 0,0,0,0
880, 38.5,0,0.1235, 0,0,1305,14, 1,0,0,0
892, 38.5,0.975,0.1235, 0,0,1211,18, 0,0,0,0
904, 38.5,2.25,0.1235, 0,0,958,13, 0,0,0,0
857, 41.5,-2.25,0.1235, 0,0,1154,9, 0,0,0,0
869, 41.5,-0.975,0.1235, 0,0,1395,13, 0,0,2,0
881, 41.5,0,0.1235, 0,0,1397,14, 0,0,0,0
893, 41.5,0.975,0.1235, 0,0,1397,11, 0,0,0,0
905, 41.5,2.25,0.1235, 0,0,1097,11, 0,0,0,0
858, 44,-2.25,0.1235, 0,0,733,7, 0,0,0,0
870, 44,-0.975,0.1235, 0,0,949,9, 0,0,0,0
882, 44,0,0.1235, 0,0,967,3, 0,0,0,0
894, 44,0.975,0.1235, 0,0,977,10, 0,0,0,0
906, 44,2.25,0.1235, 0,0,767,5, 0,0,0,0
859, 46.5,-2.25,0.1235, 0,0,1145,8, 0,0,0,0
871, 46.5,-0.975,0.1235, 0,0,1380,10, 0,0,0,0
883, 46.5,0,0.1235, 0,0,1309,6, 0,0,0,0
895, 46.5,0.975,0.1235, 0,0,1466,7, 0,0,0,0
907, 46.5,2.25,0.1235, 0,0,1143,14, 0,0,0,0
860, 52,-2.25,0.1235, 0,0,2684,22, 0,0,0,0
872, 52,-0.975,0.1235, 0,0,3328,12, 0,0,0,0
884, 52,0,0.1235, 0,0,2958,4, 0,0,0,0
896, 52,0.975,0.1235, 0,0,3204,9, 0,0,1,0
908, 52,2.25,0.1235, 0,0,2608,17, 0,0,0,0
861, 59.5,-2.25,0.1235, 0,0,1637,9, 0,0,1,0
873, 59.5,-0.975,0.1235, 0,0,2007,5, 0,0,0,0
885, 59.5,0,0.1235, 0,0,1987,3, 0,0,0,0
897, 59.5,0.975,0.1235, 0,0,2109,5, 0,0,0,0
909, 59.5,2.25,0.1235, 0,0,1626,3, 0,0,0,0
862, 281.5,-2.25,0.1235, 0,0,4099,7, 2,0,1,0
874, 281.5,-0.975,0.1235, 0,0,5594,4, 1,0,1,0
886, 281.5,0,0.1235, 2,0,5203,2, 0,0,0,0
898, 281.5,0.975,0.1235, 0,0,5704,7, 0,0,0,0
910, 281.5,2.25,0.1235, 0,0,3891,5, 0,0,0,0
937, 14.5,-2.25,0.13, 0,0,0,0, 0,0,0,0
949, 14.5,-0.975,0.13, 0,0,0,0, 0,0,0,0
961, 14.5,0,0.13, 0,0,0,0, 0,0,0,0
973, 14.5,0.975,0.13, 0,0,0,0, 0,0,0,0
985, 14.5,2.25,0.13, 0,0,0,0, 0,0,0,0
938, 31,-2.25,0.13, 0,0,968,5, 0,0,0,0
950, 31,-0.975,0.13, 0,0,1063,8, 0,0,0,0
962, 31,0,0.13, 0,0,1084,11, 0,0,0,0
974, 31,0.975,0.13, 0,0,1098,7, 0,0,0,0
986, 31,2.25,0.13, 0,0,958,11, 0,0,0,0
939, 35,-2.25,0.13, 0,0,1262,13, 0,0,0,0
951, 35,-0.975,0.13, 0,0,1493,15, 0,0,1,0
963, 35,0,0.13, 0,0,1451,9, 0,0,0,0
975, 35,0.975,0.13, 0,0,1553,7, 0,0,0,0
987, 35,2.25,0.13, 0,0,1296,5, 1,0,2,0
940, 38.5,-2.25,0.13, 0,0,1054,6, 0,0,0,0
952, 38.5,-0.975,0.13, 0,0,1236,3, 0,0,0,0
964, 38.5,0,0.13, 0,0,1334,2, 0,0,1,0
976, 38.5,0.975,0.13, 0,0,1374,16, 0,0,0,0
988, 38.5,2.25,0.13, 0,0,1036,13, 0,0,1,0
941, 41.5,-2.25,0.13, 0,0,1122,8, 0,0,0,0
953, 41.5,-0.975,0.13, 0,0,1512,10, 0,0,0,0
965, 41.5,0,0.13, 0,0,1480,10, 0,0,0,0
977, 41.5,0.975,0.13, 0,0,1426,12, 0,0,0,0
989, 41.5,2.25,0.13, 0,0,1024,4, 0,0,0,0
942, 44,-2.25,0.13, 0,0,730,3, 0,0,0,0
954, 44,-0.975,0.13, 0,0,989,6, 0,0,0,0
966, 44,0,0.13, 0,0,995,6, 0,0,0,0
978, 44,0.975,0.13, 0,0,1030,5, 0,0,0,0
990, 44,2.25,0.13, 0,0,764,8, 0,0,0,0
943, 46.5,-2.25,0.13, 0,0,1150,6, 0,0,0,0
955, 46.5,-0.975,0.13, 0,0,1429,10, 1,0,1,0
967, 46.5,0,0.13, 0,0,1411,7, 0,0,0,0
979, 46.5,0.975,0.13, 0,0,1417,8, 0,0,0,0
991, 46.5,2.25,0.13, 0,0,1053,7, 0,0,0,0
944, 52,-2.25,0.13, 0,0,2724,6, 0,0,0,0
956, 52,-0.975,0.13, 0,0,3217,11, 1,0,2,0
968, 52,0,0.13, 0,0,3079,10, 1,0,0,0
980, 52,0.975,0.13, 0,0,3168,16, 0,0,0,0
992, 52,2.25,0.13, 0,0,2526,12, 0,0,1,0
945, 59.5,-2.25,0.13, 0,0,1622,3, 0,0,0,0
957, 59.5,-0.975,0.13, 0,0,2044,3, 0,0,0,0
969, 59.5,0,0.13, 0,0,1941,6, 0,0,2,0
981, 59.5,0.975,0.13, 0,0,2024,7, 0,0,0,0
993, 59.5,2.25,0.13, 0,0,1511,6, 0,0,0,0
946, 281.5,-2.25,0.13, 1,0,3709,5, 0,0,0,0
958, 281.5,-0.975,0.13, 0,0,5011,2, 1,0,1,0
970, 281.5,0,0.13, 0,0,4651,3, 0,0,1,0
982, 281.5,0.975,0.13, 0,0,5030,2, 1,0,1,0
994, 281.5,2.25,0.13, 1,0,3311,8, 2,0,4,0
1021, 14.5,-2.25,0.1365, 0,0,0,0, 0,0,0,0
1033, 14.5,-0.975,0.1365, 0,0,0,0, 0,0,0,0
1045, 14.5,0,0.1365, 0,0,0,0, 0,0,0,0
1057, 14.5,0.975,0.1365, 0,0,0,0, 0,0,0,0
1069, 14.5,2.25,0.1365, 0,0,0,0, 0,0,0,0
1022, 31,-2.25,0.1365, 0,0,1436,9, 0,0,0,0
1034, 31,-0.975,0.1365, 0,0,1552,13, 0,0,1,0
1046, 31,0,0.1365, 0,0,1614,10, 0,0,0,0
1058, 31,0.975,0.1365, 0,0,1607,16, 0,0,0,0
1070, 31,2.25,0.1365, 0,0,1372,14, 0,0,0,0
1023, 35,-2.25,0.1365, 0,0,1749,9, 0,0,0,0
1035, 35,-0.975,0.1365, 0,0,2129,13, 0,0,0,0
1047, 35,0,0.1365, 0,0,2131,15, 0,0,1,0
1059, 35,0.975,0.1365, 0,0,2158,15, 0,0,0,0
1071, 35,2.25,0.1365, 0,0,1784,22, 0,0,1,0
1024, 38.5,-2.25,0.1365, 0,0,1356,11, 0,0,0,0
1036, 38.5,-0.975,0.1365, 0,0,1890,9, 0,0,0,0
1048, 38.5,0,0.1365, 0,0,1823,6, 0,0,0,0
1060, 38.5,0.975,0.1365, 0,0,1785,11, 0,0,0,0
1072, 38.5,2.25,0.1365, 0,0,1388,5, 0,0,1,0
1025, 41.5,-2.25,0.1365, 0,0,1483,7, 0,0,0,0
1037, 41.5,-0.975,0.1365, 0,0,1953,7, 0,0,0,0
1049, 41.5,0,0.1365, 0,0,2004,7, 0,0,0,0
1061, 41.5,0.975,0.1365, 0,0,2070,7, 0,0,0,0
1073, 41.5,2.25,0.1365, 1,0,1463,13, 0,0,1,0
1026, 44,-2.25,0.1365, 0,0,1098,4, 0,0,0,0
1038, 44,-0.975,0.1365, 0,0,1340,6, 0,0,0,0
1050, 44,0,0.1365, 0,0,1294,3, 0,0,1,0
1062, 44,0.975,0.1365, 1,0,1319,6, 0,0,0,0
1074, 44,2.25,0.1365, 0,0,926,7, 0,0,0,0
1027, 46.5,-2.25,0.1365, 0,0,1476,9, 0,0,0,0
1039, 46.5,-0.975,0.1365, 0,0,1981,3, 0,0,0,0
1051, 46.5,0,0.1365, 0,0,1889,4, 0,0,0,0
1063, 46.5,0.975,0.1365, 0,0,2043,1, 0,0,0,0
1075, 46.5,2.25,0.1365, 0,0,1459,20, 0,0,1,0
1028, 52,-2.25,0.1365, 0,0,3393,15, 0,0,0,0
1040, 52,-0.975,0.1365, 0,0,4357,7, 0,0,0,0
1052, 52,0,0.1365, 0,0,3841,8, 0,0,0,0
1064, 52,0.975,0.1365, 0,0,4316,9, 0,0,0,0
1076, 52,2.25,0.1365, 0,0,3212,15, 1,0,1,0
1029, 59.5,-2.25,0.1365, 0,0,1922,1, 1,0,1,0
1041, 59.5,-0.975,0.1365, 0,0,2751,5, 0,0,0,0
1053, 59.5,0,0.1365, 0,0,2458,4, 1,0,1,0
1065, 59.5,0.975,0.1365, 0,0,2669,8, 0,0,0,0
1077, 59.5,2.25,0.1365, 0,0,1917,4, 0,0,0,0
1030, 281.5,-2.25,0.1365, 0,0,4287,8, 1,0,1,0
1042, 281.5,-0.975,0.1365, 0,0,5997,3, 0,0,2,0
1054, 281.5,0,0.1365, 0,0,5392,1, 2,0,1,0
1066, 281.5,0.975,0.1365, 0,0,5949,7, 2,0,0,0
1078, 281.5,2.25,0.1365, 0,0,3882,6, 0,0,0,0
1105, 14.5,-2.25,0.145, 0,0,0,0, 0,0,0,0
1117, 14.5,-0.975,0.145, 0,0,0,0, 0,0,0,0
1129, 14.5,0,0.145, 0,0,0,0, 0,0,0,0
1141, 14.5,0.975,0.145, 0,0,0,0, 0,0,0,0
1153, 14.5,2.25,0.145, 0,0,0,0, 0,0,0,0
1106, 31,-2.25,0.145, 0,0,2470,10, 0,0,0,0
1118, 31,-0.975,0.145, 0,0,2814,15, 0,0,0,0
1130, 31,0,0.145, 0,0,2764,13, 0,0,0,0
1142, 31,0.975,0.145, 0,0,2835,13, 0,0,0,0
1154, 31,2.25,0.145, 0,0,2333,8, 0,0,0,0
1107, 35,-2.25,0.145, 0,0,3194,12, 0,0,0,0
1119, 35,-0.975,0.145, 0,0,3902,23, 1,0,1,0
1131, 35,0,0.145, 0,0,3835,20, 0,0,1,0
1143, 35,0.975,0.145, 0,0,3835,14, 0,0,0,0
1155, 35,2.25,0.145, 0,0,3160,16, 0,0,0,0
1108, 38.5,-2.25,0.145, 0,0,2372,7, 0,0,0,0
1120, 38.5,-0.975,0.145, 0,0,3106,10, 0,0,0,0
1132, 38.5,0,0.145, 1,0,3059,12, 0,0,1,0
1144, 38.5,0.975,0.145, 0,0,3205,15, 0,0,0,0
1156, 38.5,2.25,0.145, 0,0,2372,14, 0,0,0,0
1109, 41.5,-2.25,0.145, 1,0,2431,9, 0,0,0,0
1121, 41.5,-0.975,0.145, 0,0,3459,8, 0,0,0,0
1133, 41.5,0,0.145, 0,0,3283,4, 0,0,0,0
1145, 41.5,0.975,0.145, 0,0,3428,12, 0,0,0,0
1157, 41.5,2.25,0.145, 0,0,2349,18, 0,0,1,0
1110, 44,-2.25,0.145, 0,0,1603,13, 0,0,0,0
1122, 44,-0.975,0.145, 0,0,2293,3, 0,0,1,0
1134, 44,0,0.145, 0,0,2098,6, 0,0,0,0
1146, 44,0.975,0.145, 0,0,2379,5, 0,0,0,0
1158, 44,2.25,0.145, 0,0,1554,7, 0,0,0,0
1111, 46.5,-2.25,0.145, 0,0,2340,14, 0,0,0,0
1123, 46.5,-0.975,0.145, 0,0,3103,4, 0,0,1,0
1135, 46.5,0,0.145, 0,0,3076,9, 0,0,0,0
1147, 46.5,0.975,0.145, 0,0,3312,7, 0,0,0,0
1159, 46.5,2.25,0.145, 0,0,2349,14, 0,0,0,0
1112, 52,-2.25,0.145, 0,0,5161,11, 0,0,1,0
1124, 52,-0.975,0.145, 1,0,6695,15, 0,0,0,0
1136, 52,0,0.145, 0,0,6226,8, 1,0,1,0
1148, 52,0.975,0.145, 0,0,6866,10, 0,0,2,0
1160, 52,2.25,0.145, 0,0,4823,6, 0,0,1,0
1113, 59.5,-2.25,0.145, 0,0,2942,4, 0,0,0,0
1125, 59.5,-0.975,0.145, 0,0,3920,4, 0,0,0,0
1137, 59.5,0,0.145, 0,0,3553,2, 0,0,1,0
1149, 59.5,0.975,0.145, 0,0,3939,4, 1,0,1,0
1161, 59.5,2.25,0.145, 0,0,2838,10, 0,0,0,0
1114, 281.5,-2.25,0.145, 0,0,5704,3, 0,0,0,0
1126, 281.5,-0.975,0.145, 0,0,8097,1, 0,0,0,0
1138, 281.5,0,0.145, 0,0,7329,0, 0,0,1,0
1150, 281.5,0.975,0.145, 0,0,8240,3, 2,0,1,0
1162, 281.5,2.25,0.145, 0,0,5152,3, 0,0,0,0
1189, 14.5,-2.25,0.155, 0,0,0,0, 0,0,0,0
1201, 14.5,-0.975,0.155, 0,0,0,0, 0,0,0,0
1213, 14.5,0,0.155, 0,0,0,0, 0,0,0,0
1225, 14.5,0.975,0.155, 0,0,0,0, 0,0,0,0
1237, 14.5,2.25,0.155, 0,0,0,0, 0,0,0,0
1190, 31,-2.25,0.155, 0,0,2891,2, 0,0,0,0
1202, 31,-0.975,0.155, 0,0,3565,2, 0,0,0,0
1214, 31,0,0.155, 0,0,3424,8, 0,0,0,0
1226, 31,0.975,0.155, 0,0,3665,8, 1,0,1,0
1238, 31,2.25,0.155, 0,0,2797,9, 0,0,2,0
1191, 35,-2.25,0.155, 0,0,3552,11, 0,0,2,0
1203, 35,-0.975,0.155, 0,0,4759,19, 0,0,0,0
1215, 35,0,0.155, 0,0,4557,4, 0,0,0,0
1227, 35,0.975,0.155, 1,0,4766,13, 0,0,0,0
1239, 35,2.25,0.155, 0,0,3476,12, 0,0,1,0
1192, 38.5,-2.25,0.155, 0,0,2676,5, 0,0,2,0
1204, 38.5,-0.975,0.155, 1,0,3682,9, 1,0,2,0
1216, 38.5,0,0.155, 0,0,3576,9, 1,0,0,0
1228, 38.5,0.975,0.155, 0,0,3606,11, 0,0,0,0
1240, 38.5,2.25,0.155, 0,0,2575,9, 1,0,0,0
1193, 41.5,-2.25,0.155, 0,0,2691,15, 0,0,0,0
1205, 41.5,-0.975,0.155, 0,0,3898,8, 0,0,1,0
1217, 41.5,0,0.155, 0,0,3668,6, 1,0,1,0
1229, 41.5,0.975,0.155, 0,0,3836,4, 0,0,0,0
1241, 41.5,2.25,0.155, 0,0,2519,8, 0,0,1,0
1194, 44,-2.25,0.155, 0,0,1715,3, 0,0,0,0
1206, 44,-0.975,0.155, 0,0,2464,3, 0,0,0,0
1218, 44,0,0.155, 0,0,2397,3, 0,0,0,0
1230, 44,0.975,0.155, 0,0,2638,5, 0,0,0,0
1242, 44,2.25,0.155, 0,0,1670,7, 0,0,0,0
1195, 46.5,-2.25,0.155, 0,0,2503,7, 0,0,0,0
1207, 46.5,-0.975,0.155, 0,0,3520,4, 0,0,1,0
1219, 46.5,0,0.155, 0,0,3238,5, 0,0,0,0
1231, 46.5,0.975,0.155, 0,0,3620,3, 0,0,0,0
1243, 46.5,2.25,0.155, 0,0,2308,8, 0,0,0,0
1196, 52,-2.25,0.155, 0,0,5268,11, 0,0,0,0
1208, 52,-0.975,0.155, 0,0,7302,7, 0,0,1,0
1220, 52,0,0.155, 0,0,6461,9, 0,0,1,0
1232, 52,0.975,0.155, 0,0,7162,7, 0,0,0,0
1244, 52,2.25,0.155, 0,0,4755,7, 0,0,0,0
1197, 59.5,-2.25,0.155, 0,0,2826,2, 0,0,0,0
1209, 59.5,-0.975,0.155, 0,0,4024,2, 1,0,0,0
1221, 59.5,0,0.155, 0,0,3602,5, 0,0,0,0
1233, 59.5,0.975,0.155, 0,0,4058,1, 1,0,1,0
1245, 59.5,2.25,0.155, 0,0,2692,7, 0,0,0,0
1198, 281.5,-2.25,0.155, 0,0,5029,0, 0,0,1,0
1210, 281.5,-0.975,0.155, 0,0,7230,0, 0,0,1,0
1222, 281.5,0,0.155, 0,0,6396,1, 1,0,1,0
1234, 281.5,0.975,0.155, 0,0,7321,0, 1,0,1,0
1246, 281.5,2.25,0.155, 0,0,4554,3, 1,0,0,0
1273, 14.5,-2.25,1.08, 0,0,0,0, 0,0,0,0
1285, 14.5,-0.975,1.08, 0,0,0,0, 0,0,0,0
1297, 14.5,0,1.08, 0,0,0,0, 0,0,0,0
1309, 14.5,0.975,1.08, 0,0,0,0, 0,0,0,0
1321, 14.5,2.25,1.08, 0,0,0,0, 0,0,0,0
1274, 31,-2.25,1.08, 1,0,20862,5, 0,0,1,0
1286, 31,-0.975,1.08, 0,0,29887,13, 0,0,2,0
1298, 31,0,1.08, 0,0,27515,10, 0,0,3,0
1310, 31,0.975,1.08, 1,0,29902,12, 1,0,1,0
1322, 31,2.25,1.08, 1,0,19688,14, 0,0,0,0
1275, 35,-2.25,1.08, 0,0,22192,17, 1,0,2,0
1287, 35,-0.975,1.08, 1,0,33336,22, 0,0,5,0
1299, 35,0,1.08, 0,0,30828,25, 1,0,2,0
1311, 35,0.975,1.08, 1,0,32671,10, 1,0,2,0
1323, 35,2.25,1.08, 1,0,21091,15, 0,0,0,0
1276, 38.5,-2.25,1.08, 0,0,14044,14, 2,0,5,0
1288, 38.5,-0.975,1.08, 2,0,22033,11, 2,0,2,0
1300, 38.5,0,1.08, 1,0,20852,12, 2,0,2,0
1312, 38.5,0.975,1.08, 1,0,22129,15, 1,0,3,0
1324, 38.5,2.25,1.08, 1,0,13660,17, 0,0,0,0
1277, 41.5,-2.25,1.08, 0,0,12813,13, 0,0,0,0
1289, 41.5,-0.975,1.08, 0,0,20228,15, 0,0,0,0
1301, 41.5,0,1.08, 1,0,19042,7, 1,0,0,0
1313, 41.5,0.975,1.08, 0,0,20322,6, 2,0,2,0
1325, 41.5,2.25,1.08, 0,0,12210,6, 0,0,1,0
1278, 44,-2.25,1.08, 0,0,7745,5, 0,0,0,0
1290, 44,-0.975,1.08, 0,0,12333,9, 0,0,0,0
1302, 44,0,1.08, 0,0,11420,2, 1,0,1,0
1314, 44,0.975,1.08, 0,0,12439,5, 0,0,1,0
1326, 44,2.25,1.08, 0,0,7620,6, 0,0,1,0
1279, 46.5,-2.25,1.08, 2,0,10510,14, 1,0,1,0
1291, 46.5,-0.975,1.08, 0,0,16255,6, 0,0,0,0
1303, 46.5,0,1.08, 1,0,14774,5, 0,0,2,0
1315, 46.5,0.975,1.08, 0,0,16300,7, 1,0,0,0
1327, 46.5,2.25,1.08, 0,0,9889,9, 0,0,0,0
1280, 52,-2.25,1.08, 2,0,19693,12, 1,0,4,0
1292, 52,-0.975,1.08, 0,0,29022,16, 1,0,2,0
1304, 52,0,1.08, 1,0,26380,11, 0,0,2,0
1316, 52,0.975,1.08, 1,0,29568,8, 4,0,7,0
1328, 52,2.25,1.08, 0,0,18441,10, 0,0,3,0
1281, 59.5,-2.25,1.08, 0,0,9564,7, 0,0,0,0
1293, 59.5,-0.975,1.08, 0,0,14108,5, 2,0,1,0
1305, 59.5,0,1.08, 0,0,12667,3, 0,0,1,0
1317, 59.5,0.975,1.08, 0,0,14140,3, 3,0,4,0
1329, 59.5,2.25,1.08, 0,0,8656,2, 0,0,1,0
1282, 281.5,-2.25,1.08, 0,0,14223,7, 1,0,0,0
1294, 281.5,-0.975,1.08, 0,0,21719,7, 3,0,4,0
1306, 281.5,0,1.08, 0,0,19491,2, 1,0,4,0
1318, 281.5,0.975,1.08, 0,0,21456,2, 1,0,1,0
1330, 281.5,2.25,1.08, 1,0,12942,9, 2,0,1,0
