i_bin,x,y,z, w_jets_bin,w_tau_jets_bin, q_jets_bin,q_tau_jets_bin
730, 281.5,0.975,0.11, 2206,0, 7695,14
742, 281.5,2.25,0.11, 904,1, 4602,9
754, 281.5,3.6,0.11, 0,0, 0,0
769, 14.5,-2.25,0.1165, 89,0, 2970,14
781, 14.5,-0.975,0.1165, 135,2, 2683,27
793, 14.5,0,0.1165, 155,3, 2812,29
805, 14.5,0.975,0.1165, 136,1, 2751,26
817, 14.5,2.25,0.1165, 110,1, 3043,16
829, 14.5,3.6,0.1165, 0,0, 0,0
770, 31,-2.25,0.1165, 40,1, 1285,16
782, 31,-0.975,0.1165, 56,0, 1192,22
794, 31,0,0.1165, 80,3, 1278,20
806, 31,0.975,0.1165, 63,1, 1164,20
818, 31,2.25,0.1165, 40,0, 1190,18
830, 31,3.6,0.1165, 0,0, 0,0
771, 35,-2.25,0.1165, 48,0, 1281,31
783, 35,-0.975,0.1165, 82,2, 1491,28
795, 35,0,0.1165, 62,1, 1540,29
807, 35,0.975,0.1165, 72,1, 1357,18
819, 35,2.25,0.1165, 46,0, 1311,17
831, 35,3.6,0.1165, 0,0, 0,0
772, 38.5,-2.25,0.1165, 31,1, 1136,19
784, 38.5,-0.975,0.1165, 59,1, 1404,24
796, 38.5,0,0.1165, 58,2, 1436,24
808, 38.5,0.975,0.1165, 63,1, 1335,20
820, 38.5,2.25,0.1165, 34,0, 1129,18
832, 38.5,3.6,0.1165, 0,0, 0,0
773, 41.5,-2.25,0.1165, 48,0, 1333,17
785, 41.5,-0.975,0.1165, 67,1, 1725,23
797, 41.5,0,0.1165, 66,1, 1764,20
809, 41.5,0.975,0.1165, 65,0, 1738,19
821, 41.5,2.25,0.1165, 37,2, 1348,20
833, 41.5,3.6,0.1165, 0,0, 0,0
774, 44,-2.25,0.1165, 28,1, 954,17
786, 44,-0.975,0.1165, 52,0, 1181,16
798, 44,0,0.1165, 42,1, 1210,9
810, 44,0.975,0.1165, 47,0, 1202,12
822, 44,2.25,0.1165, 29,1, 955,16
834, 44,3.6,0.1165, 0,0, 0,0
775, 46.5,-2.25,0.1165, 38,0, 1520,12
787, 46.5,-0.975,0.1165, 54,0, 1727,16
799, 46.5,0,0.1165, 68,0, 1654,11
811, 46.5,0.975,0.1165, 66,1, 1738,20
823, 46.5,2.25,0.1165, 40,0, 1433,15
835, 46.5,3.6,0.1165, 0,0, 0,0
776, 52,-2.25,0.1165, 120,3, 3401,34
788, 52,-0.975,0.1165, 171,1, 3675,24
800, 52,0,0.1165, 181,0, 3687,19
812, 52,0.975,0.1165, 165,0, 3787,22
824, 52,2.25,0.1165, 122,1, 3313,24
836, 52,3.6,0.1165, 0,0, 0,0
777, 59.5,-2.25,0.1165, 90,0, 2020,7
789, 59.5,-0.975,0.1165, 147,0, 2353,6
801, 59.5,0,0.1165, 174,1, 2275,12
813, 59.5,0.975,0.1165, 179,0, 2380,4
825, 59.5,2.25,0.1165, 109,1, 1937,9
837, 59.5,3.6,0.1165, 0,0, 0,0
778, 281.5,-2.25,0.1165, 1180,1, 6247,15
790, 281.5,-0.975,0.1165, 2474,1, 9636,8
802, 281.5,0,0.1165, 2562,2, 9320,11
814, 281.5,0.975,0.1165, 2494,1, 9644,11
826, 281.5,2.25,0.1165, 1086,1, 5965,16
838, 281.5,3.6,0.1165, 0,0, 0,0
853, 14.5,-2.25,0.1235, 147,1, 3891,8
865, 14.5,-0.975,0.1235, 166,0, 3584,21
877, 14.5,0,0.1235, 162,2, 3703,23
889, 14.5,0.975,0.1235, 157,0, 3732,24
901, 14.5,2.25,0.1235, 172,1, 3887,14
913, 14.5,3.6,0.1235, 0,0, 0,0
854, 31,-2.25,0.1235, 57,1, 1511,18
866, 31,-0.975,0.1235, 92,1, 1614,29
